"District_Name","SubCounty","Parish","Villagecode","CFService_ID","C2AQ3","C2AQ4","C2AQ5","C2AQ6","C2AQ7","C2AQ8","end_service_screen","Survey_Visit","Service_Response","Reason_Service_Not_Done"
102,102102,10210206,1021020601,15,2,,1,1,25,1,,2,1,
102,102102,10210206,1021020601,16,2,,0.5,1,10,1,,2,1,
102,102102,10210206,1021020601,17,2,,0.5,1,10,1,,2,1,
102,102102,10210206,1021020601,18,3,,,,,,,2,1,
102,102102,10210206,1021020601,19,1,,0.300000011920929,1,5,1,,2,1,
102,102102,10210206,1021020601,20,2,,0.5,1,10,1,,2,1,
102,102102,10210206,1021020601,21,3,,,,,,,2,1,
102,102102,10210206,1021020601,22,2,,0.300000011920929,1,4,2,,2,1,
102,102102,10210206,1021020601,23,1,,0.100000001490116,1,2,2,,2,1,
102,102102,10210206,1021020601,24,3,,,,,,,2,1,
102,102102,10210206,1021020601,25,2,,2,2,15,1,,2,1,
102,102102,10210206,1021020601,26,2,,2,2,15,1,,2,1,
102,102102,10210206,1021020601,27,3,,,,,,,2,1,
102,102102,10210206,1021020601,28,3,,,,,,,2,1,
102,102102,10210206,1021020601,29,3,,,,,,,2,1,
102,102102,10210206,1021020601,30,3,,,,,,,2,1,
102,102102,10210206,1021020601,31,3,,,,,,,2,1,
102,102102,10210206,1021020601,32,2,,0.400000005960464,1,10,1,,2,1,
102,102102,10210206,1021020601,33,3,,,,,,,2,1,
102,102102,10210208,1021020805,1,2,"Kisasi Primary School",2.5,1,45,1,,2,1,
102,102102,10210208,1021020805,2,1,"Kikulu Primary School",1,1,15,1,,2,1,
102,102102,10210208,1021020805,3,2,"Kololo SSS",4,1,60,1,,2,1,
102,102102,10210208,1021020805,4,2,"Kisasi College School",1.5,1,30,1,,2,1,
102,102102,10210208,1021020805,5,2,"YMCA",5,2,90,1,,2,1,
102,102102,10210208,1021020805,6,3,,,,,,,2,1,
102,102102,10210208,1021020805,7,3,,,,,,,2,1,
102,102102,10210208,1021020805,8,2,"Komamboga H/C111",4,5,30,1,,2,1,
102,102102,10210208,1021020805,9,2,"Mulago Hospital",4.5,1,50,1,,2,1,
102,102102,10210208,1021020805,10,1,"Shadia Clinic",0.5,1,20,1,,2,1,
102,102102,10210208,1021020805,11,3,,,,,,,2,1,
102,102102,10210208,1021020805,12,2,,3,2,30,1,,2,1,
102,102102,10210208,1021020805,13,2,,2.5,1,45,1,,2,1,
102,102102,10210208,1021020805,14,2,,5.5,2,95,1,,2,1,
102,102102,10210208,1021020805,15,3,,,,,,,2,1,
102,102102,10210208,1021020805,16,2,,1,1,15,1,,2,1,
102,102102,10210208,1021020805,17,2,,1,1,15,1,,2,1,
102,102102,10210208,1021020805,18,3,,,,,,,2,1,
102,102102,10210208,1021020805,19,1,,0.200000002980232,1,5,1,,2,1,
102,102102,10210208,1021020805,20,3,,,,,,,2,1,
102,102102,10210208,1021020805,21,1,,0.300000011920929,1,6,1,,2,1,
102,102102,10210208,1021020805,22,1,,0.100000001490116,1,3,2,,2,1,
102,102102,10210208,1021020805,23,1,,0.200000002980232,1,5,2,,2,1,
102,102102,10210208,1021020805,24,3,,,,,,,2,1,
102,102102,10210208,1021020805,25,2,,5,2,90,1,,2,1,
102,102102,10210208,1021020805,26,2,,2.5,1,45,1,,2,1,
102,102102,10210208,1021020805,27,3,,,,,,,2,1,
102,102102,10210208,1021020805,28,3,,,,,,,2,1,
102,102102,10210208,1021020805,29,3,,,,,,,2,1,
102,102102,10210208,1021020805,30,3,,,,,,,2,1,
102,102102,10210208,1021020805,31,3,,,,,,,2,1,
102,102102,10210208,1021020805,32,2,,1,1,15,1,,2,1,
102,102102,10210208,1021020805,33,3,,,,,,,2,1,
102,102103,10210301,1021030109,1,1,"Busega community primary school",0.300000011920929,1,4,2,,2,1,
102,102103,10210301,1021030109,2,2,"SKY MARK PRIMARY SCHOOL",0.5,1,7,2,,2,1,
102,102103,10210301,1021030109,3,2,"MARKAYI COLLEGE",1,1,10,2,,2,1,
102,102103,10210301,1021030109,4,2,"CONTINENTAL  WHITELAND COLLEGE",0.200000002980232,1,1,2,,2,1,
102,102103,10210301,1021030109,5,2,"BUSEGA DOMESTIC SCIENCE COLLLEGE",2,6,5,2,,2,1,
102,102103,10210301,1021030109,6,3,,,,,,,2,1,
102,102103,10210301,1021030109,7,3,,,,,,,2,1,
102,102103,10210301,1021030109,8,2,"KITEBI HEALTH CENTRE III",5,4,30,2,,2,1,
102,102103,10210301,1021030109,9,2,"MULAGO HOSPITAL",7,4,40,1,,2,1,
102,102103,10210301,1021030109,10,2,"DEMBE MEDICAL CENTRE",0.5,1,5,1,,2,1,
102,102103,10210301,1021030109,11,2,"RUBAGA HOSPITAL",5,6,20,1,,2,1,
102,102103,10210301,1021030109,12,2,,0.5,1,5,2,,2,1,
102,102103,10210301,1021030109,13,2,,1.5,6,10,1,,2,1,
102,102103,10210301,1021030109,14,2,,1.5,6,10,3,,2,1,
102,102103,10210301,1021030109,15,2,,1.5,6,10,2,,2,1,
102,102103,10210301,1021030109,16,2,,1.5,6,10,1,,2,1,
102,102103,10210301,1021030109,17,2,,1.5,6,10,1,,2,1,
102,102103,10210301,1021030109,18,2,,5,4,20,2,,2,1,
102,102103,10210301,1021030109,19,2,,1.5,1,15,2,,2,1,
102,102103,10210301,1021030109,20,2,,2,6,20,3,,2,1,
102,102103,10210301,1021030109,21,2,,0.200000002980232,1,3,3,,2,1,
102,102103,10210301,1021030109,22,2,,0.400000005960464,1,10,3,,2,1,
102,102103,10210301,1021030109,23,2,,3,6,20,2,,2,1,
102,102103,10210301,1021030109,24,2,,5,6,20,3,,2,1,
102,102103,10210301,1021030109,25,2,,5,6,20,3,,2,1,
102,102103,10210301,1021030109,26,3,,,,,,,2,1,
102,102103,10210301,1021030109,27,3,,,,,,,2,1,
102,102103,10210301,1021030109,28,3,,,,,,,2,1,
102,102103,10210301,1021030109,29,3,,,,,,,2,1,
102,102103,10210301,1021030109,30,3,,,,,,,2,1,
102,102103,10210301,1021030109,31,2,,5,6,20,3,,2,1,
102,102103,10210301,1021030109,32,2,,0.5,1,5,2,,2,1,
102,102103,10210301,1021030109,33,3,,,,,,,2,1,
102,102103,10210302,1021030203,1,2,"KITEBI P/S",1,1,30,1,,2,1,
102,102103,10210302,1021030203,2,1,"HAVE MERCY P/S",0,1,5,2,,2,1,
102,102103,10210302,1021030203,3,2,"KITEBI S.S",1,1,30,1,,2,1,
102,102103,10210302,1021030203,4,3,,,,,,,2,1,
102,102103,10210302,1021030203,5,3,,,,,,,2,1,
102,102103,10210302,1021030203,6,3,,,,,,,2,1,
102,102103,10210302,1021030203,7,3,,,,,,,2,1,
102,102103,10210302,1021030203,8,2,"KITEBI H/C",1.5,6,10,2,,2,1,
102,102103,10210302,1021030203,9,2,"MULAGO HOSPITAL",12.8000001907349,2,40,2,,2,1,
102,102103,10210302,1021030203,10,3,,,,,,,2,1,
102,102103,10210302,1021030203,11,2,"LUBAGA HOSPITAL",6,2,20,1,,2,1,
102,102103,10210302,1021030203,12,2,,3,2,15,1,,2,1,
102,102103,10210302,1021030203,13,2,,3,2,15,1,,2,1,
102,102103,10210302,1021030203,14,3,,,,,,,2,1,
102,102103,10210302,1021030203,15,2,,0.5,1,10,1,,2,1,
102,102103,10210302,1021030203,16,2,,0.5,1,10,1,,2,1,
102,102103,10210302,1021030203,17,2,,0.5,1,10,1,,2,1,
102,102103,10210302,1021030203,18,3,,,,,,,2,1,
102,102103,10210302,1021030203,19,2,,1,6,5,1,,2,1,
102,102103,10210302,1021030203,20,3,,,,,,,2,1,
102,102103,10210302,1021030203,21,3,,,,,,,2,1,
102,102103,10210302,1021030203,22,1,,0,1,0,3,,2,1,
102,102103,10210302,1021030203,23,3,,,,,,,2,1,
102,102103,10210302,1021030203,24,3,,,,,,,2,1,
102,102103,10210302,1021030203,25,3,,,,,,,2,1,
102,102103,10210302,1021030203,26,2,,6,2,40,2,,2,1,
102,102103,10210302,1021030203,27,3,,,,,,,2,1,
102,102103,10210302,1021030203,28,3,,,,,,,2,1,
102,102103,10210302,1021030203,29,3,,,,,,,2,1,
102,102103,10210302,1021030203,30,3,,,,,,,2,1,
102,102103,10210302,1021030203,31,3,,,,,,,2,1,
102,102103,10210302,1021030203,32,2,,0.5,1,30,2,,2,1,
102,102103,10210302,1021030203,33,3,,,,,,,2,1,
102,102103,10210304,1021030412,1,2,"LUBIRI PRIMARY SCHOOL",1,1,30,2,,2,1,
102,102103,10210304,1021030412,2,2,"GREEN VIEW PRIMARY SCHOOL",0.5,1,20,1,,2,1,
102,102103,10210304,1021030412,3,2,"KITEBI SECONDARY SCHOOL",3,1,60,2,,2,1,
102,102103,10210304,1021030412,4,2,"RUBAGA MIXED SECODARY SCHOOL SCHOOL",0.5,1,15,2,,2,1,
102,102103,10210304,1021030412,5,2,"MUTESA 1 ROYAL VOCATIONAL INSTITUTE",2,2,15,1,,2,1,
102,102103,10210304,1021030412,6,3,,,,,,,2,1,
102,102103,10210304,1021030412,7,3,,,,,,,2,1,
102,102103,10210304,1021030412,8,2,"KITEBI HEALTH CENTRE III",2.5,1,40,2,,2,1,
102,102103,10210304,1021030412,9,2,"MULAGO HOSPITAL",5,2,30,1,,2,1,
102,102103,10210304,1021030412,10,1,"MOSES CLINI",0.300000011920929,1,5,1,,2,1,
102,102103,10210304,1021030412,11,2,"RUBAGA HOSPITAL",1,6,15,1,,2,1,
102,102103,10210304,1021030412,12,1,,0.300000011920929,1,5,1,,2,1,
102,102103,10210304,1021030412,13,2,,0.5,1,5,1,,2,1,
102,102103,10210304,1021030412,14,3,,,,,,,2,1,
102,102103,10210304,1021030412,15,2,,1,6,5,2,,2,1,
102,102103,10210304,1021030412,16,1,,0.300000011920929,1,5,2,,2,1,
102,102103,10210304,1021030412,17,1,,0.300000011920929,1,5,2,,2,1,
102,102103,10210304,1021030412,18,3,,,,,,,2,1,
102,102103,10210304,1021030412,19,1,,0.400000005960464,1,5,1,,2,1,
102,102103,10210304,1021030412,20,3,,,,,,,2,1,
102,102103,10210304,1021030412,21,1,,0.200000002980232,1,4,2,,2,1,
102,102103,10210304,1021030412,22,1,,0.5,1,10,2,,2,1,
102,102103,10210304,1021030412,23,1,,0.300000011920929,1,5,2,,2,1,
102,102103,10210304,1021030412,24,2,,3,6,15,3,,2,1,
102,102103,10210304,1021030412,25,2,,3,6,15,3,,2,1,
102,102103,10210304,1021030412,26,3,,,,,,,2,1,
102,102103,10210304,1021030412,27,3,,,,,,,2,1,
102,102103,10210304,1021030412,28,3,,,,,,,2,1,
102,102103,10210304,1021030412,29,3,,,,,,,2,1,
102,102103,10210304,1021030412,30,3,,,,,,,2,1,
102,102103,10210304,1021030412,31,2,,3,6,15,3,,2,1,
102,102103,10210304,1021030412,32,1,,0.400000005960464,1,7,1,,2,1,
102,102103,10210304,1021030412,33,3,,,,,,,2,1,
102,102103,10210305,1021030504,1,1,"ST JOSEPHS  MAPERA",0.5,1,2,2,,1,1,
102,102103,10210305,1021030504,2,1,"SUCCES NURSARY  AND PRIMARY  SCHOOL",0.5,1,5,2,,1,1,
102,102103,10210305,1021030504,3,2,"MENGO  S.S",3,1,60,1,,1,1,
102,102103,10210305,1021030504,4,1,"ST CHARLES LWANGA",0.5,1,5,1,,1,1,
102,102103,10210305,1021030504,5,2,"MAKAFU  VOCATIONAL   SCHOOL",1,1,10,1,,1,1,
102,102103,10210305,1021030504,6,3,,,,,,,1,1,
102,102103,10210305,1021030504,7,3,,,,,,,1,1,
102,102103,10210305,1021030504,8,2,"KAWAALA  HEALTH  CENTRE",3,2,10,1,,1,1,
102,102103,10210305,1021030504,9,2,"MULAGO  HOSPITAL",4,2,30,1,,1,1,
102,102103,10210305,1021030504,10,1,"NAMIREMBE CLINIC",0.5,1,5,1,,1,1,
102,102103,10210305,1021030504,11,2,"MENGO  HOSPITAL",3,2,10,1,,1,1,
102,102103,10210305,1021030504,12,2,,2.5,2,10,1,,1,1,
102,102103,10210305,1021030504,13,2,,2.5,2,10,1,,1,1,
102,102103,10210305,1021030504,14,3,,,,,,,1,1,
102,102103,10210305,1021030504,15,2,,5,2,30,1,,1,1,
102,102103,10210305,1021030504,16,2,,5,2,30,1,,1,1,
102,102103,10210305,1021030504,17,1,,0,1,1,2,,1,1,
102,102103,10210305,1021030504,18,3,,,,,,,1,1,
102,102103,10210305,1021030504,19,2,,2,6,5,1,,1,1,
102,102103,10210305,1021030504,20,3,,,,,,,1,1,
102,102103,10210305,1021030504,21,1,,0.100000001490116,1,2,3,,1,1,
102,102103,10210305,1021030504,22,1,,0.100000001490116,1,1,3,,1,1,
102,102103,10210305,1021030504,23,3,,,,,,,1,1,
102,102103,10210305,1021030504,24,3,,,,,,,1,1,
102,102103,10210305,1021030504,25,2,,3,2,10,1,,1,1,
102,102103,10210305,1021030504,26,2,,6,2,30,1,,1,1,
102,102103,10210305,1021030504,27,3,,,,,,,1,1,
102,102103,10210305,1021030504,28,3,,,,,,,1,1,
102,102103,10210305,1021030504,29,3,,,,,,,1,1,
102,102103,10210305,1021030504,30,3,,,,,,,1,1,
102,102103,10210305,1021030504,31,3,,,,,,,1,1,
102,102103,10210305,1021030504,32,2,,1.5,6,5,3,,1,1,
102,102103,10210305,1021030504,33,3,,,,,,,1,1,
102,102103,10210305,1021030509,1,3,,,,,,,2,1,
102,102103,10210305,1021030509,2,1,"St jude primary school",0.699999988079071,1,20,1,,2,1,
102,102103,10210305,1021030509,3,2,"Chwato memorial collage",0.400000005960464,1,15,2,,2,1,
102,102103,10210305,1021030509,4,2,"Namungoona Parents Secondary School",1.20000004768372,1,30,2,,2,1,
102,102103,10210305,1021030509,5,3,,,,,,,2,1,
102,102103,10210305,1021030509,6,3,,,,,,,2,1,
102,102103,10210305,1021030509,7,3,,,,,,,2,1,
102,102103,10210305,1021030509,8,3,,,,,,,2,1,
102,102103,10210305,1021030509,9,2,"Namungoona hospital",0.800000011920929,1,25,2,,2,1,
102,102103,10210305,1021030509,10,1,"Margret Clinic",0.100000001490116,1,5,2,,2,1,
102,102103,10210305,1021030509,11,3,,,,,,,2,1,
102,102103,10210305,1021030509,12,1,,0.200000002980232,1,10,1,,2,1,
102,102103,10210305,1021030509,13,2,,5,2,45,2,,2,1,
102,102103,10210305,1021030509,14,3,,,,,,,2,1,
102,102103,10210305,1021030509,15,2,,3.5,2,30,2,,2,1,
102,102103,10210305,1021030509,16,2,,3.5,2,30,2,,2,1,
102,102103,10210305,1021030509,17,2,,3.5,2,30,1,,2,1,
102,102103,10210305,1021030509,18,3,,,,,,,2,1,
102,102103,10210305,1021030509,19,1,,0.100000001490116,1,4,2,,2,1,
102,102103,10210305,1021030509,20,3,,,,,,,2,1,
102,102103,10210305,1021030509,21,3,,,,,,,2,1,
102,102103,10210305,1021030509,22,1,,0.100000001490116,1,3,3,,2,1,
102,102103,10210305,1021030509,23,3,,,,,,,2,1,
102,102103,10210305,1021030509,24,3,,,,,,,2,1,
102,102103,10210305,1021030509,25,2,,3.5,2,30,2,,2,1,
102,102103,10210305,1021030509,26,2,,7,2,70,2,,2,1,
102,102103,10210305,1021030509,27,3,,,,,,,2,1,
102,102103,10210305,1021030509,28,3,,,,,,,2,1,
102,102103,10210305,1021030509,29,3,,,,,,,2,1,
102,102103,10210305,1021030509,30,3,,,,,,,2,1,
