"HHID","PID","w1aq7","w1aq8","h1aq1a","h1aq3a","h1aq3b","h1aq4a","h1aq4b","urban","DynID","ea","year","month","day","region","regurb","result_code","sregion","rotate","consumption_status","wgt_X","HHID_old","wgt","wave","age","wgt_wm"
"H09111-04-01","P09111-002",1,,112,112104,"Kitimbwa",11210402,"Kyerima",0,9111,91,2014,8,"07",1,10,1,3,1,1,2551.701171875,1123000311,750.166625976563,4,34,599.619934082031
"H09203-04-01","P09203-002",1,,112,112203,"Kayunga",11220301,"Bubajjwe",0,9203,92,2013,12,"13",1,10,1,3,1,1,2551.70141601563,1123000603,8949.5869140625,4,39,7153.544921875
"H09206-04-01","P09206-008",1,,112,112203,"Kayunga",11220304,"Busaale",0,9206,92,2014,6,"27",1,10,1,3,1,1,2551.70141601563,1123000606,3064.056640625,4,23,2759.86328125
"H09403-04-01","P09403-001",1,,113,113112,"Ssisa",11311203,"Kitende",1,9403,94,2014,4,"19",1,11,1,2,1,1,1396.2333984375,1131000303,12545.388671875,4,45,10027.7255859375
"H09403-04-02","P09403-004",1,,113,113112,"Ssisa",11311203,"Kitende",1,9403,94,2014,4,"19",1,11,1,2,1,1,1396.2333984375,113100030302,3470.09155273438,4,41,2773.69848632813
"H09504-04-01","P09504-001",1,,102,102102,"Kawempe Division",10210207,"Kazo Angola",1,9504,95,2014,8,"15",1,11,1,1,1,1,2792.466796875,1131000404,2661.2109375,4,34,2127.1474609375
"H09504-04-01","P09504-008",1,,102,102102,"Kawempe Division",10210207,"Kazo Angola",1,9504,95,2014,8,"15",1,11,1,1,1,1,2792.466796875,1131000404,2661.2109375,4,16,3441.16845703125
"H09505-04-01","P09505-002",1,,113,113303,"Kira Town Council",11330301,"Bweyogerere",1,9505,95,2014,1,"24",1,11,1,2,1,1,2792.466796875,1131000405,7603.45947265625,4,39,6077.56396484375
"H09509-04-01","P09509-001",1,,108,108306,"Seeta-namuganga",10830604,"Namanoga",1,9509,95,2014,1,"24",1,11,1,3,1,1,2792.466796875,1131000409,6227.2216796875,4,34,4977.515625
"H09510-04-01","P09510-002",1,,113,113303,"Kira Town Council",11330301,"Bweyogerere",1,9510,95,2014,7,"24",1,11,1,2,1,1,2792.466796875,1131000410,4073.99951171875,4,44,3256.41137695313
"H09510-04-01","P09510-004",1,,113,113303,"Kira Town Council",11330301,"Bweyogerere",1,9510,95,2014,7,"24",1,11,1,2,1,1,2792.466796875,1131000410,4073.99951171875,4,20,5268.0224609375
"H09513-04-01","P09513-001",1,,113,113303,"Kira Town Council",11330301,"Bweyogerere",1,9513,95,2014,8,"15",1,11,1,2,1,1,2792.466796875,1131000413,1357.99987792969,4,31,1085.47058105469
"H09514-04-01","P09514-007",1,,113,113303,"Kira Town Council",11330305,"Kirinya",1,9514,95,2014,1,"24",1,11,1,2,1,1,2792.466796875,1131000414,1631.89147949219,4,29,1469.88061523438
"H09604-04-01","P09604-002",1,,113,113114,"Wakiso Town Council",11311401,"Gombe",1,9604,96,2013,11,"17",1,11,1,2,1,1,2792.466796875,1131000604,7065.7724609375,4,43,5647.7822265625
"H09605-04-01","P09605-003",1,,113,113307,"Nansana Town Council",11330701,"7/8 Ochieng Ward",1,9605,96,2013,11,"16",1,11,1,2,1,1,2792.466796875,1131000605,18842.05859375,4,17,24364.357421875
"H09605-04-01","P09605-002",1,,113,113307,"Nansana Town Council",11330701,"7/8 Ochieng Ward",1,9605,96,2013,11,"16",1,11,1,2,1,1,2792.466796875,1131000605,18842.05859375,4,38,15060.751953125
"H09610-04-01","P09610-002",1,,102,102102,"Kawempe Division",10210214,"Makerere University",1,9610,96,2014,5,"31",1,11,1,1,1,1,2792.466796875,1131000610,5868.55712890625,4,46,4690.82958984375
"H09610-04-01","P09610-014",1,,102,102102,"Kawempe Division",10210214,"Makerere University",1,9610,96,2014,5,"31",1,11,1,1,1,1,2792.466796875,1131000610,5868.55712890625,4,20,7588.53564453125
"H09613-04-01","P09613-002",1,,113,113307,"Nansana Town Council",11330701,"7/8 Ochieng Ward",1,9613,96,2014,5,"21",1,11,1,2,1,1,2792.466796875,1131000613,0,4,25,0
"H09705-04-01","P09705-002",1,,113,113304,"Makidye -ssabagabo",11330403,"Masajja",1,9705,97,2014,2,"25",1,11,1,2,1,1,2792.466796875,1131000705,7201.3212890625,4,39,5756.12890625
"H09706-04-01","P09706-001",1,,113,113304,"Makidye -ssabagabo",11330403,"Masajja",1,9706,97,2014,2,"26",1,11,1,2,1,1,2792.466796875,1131000706,6822.63818359375,4,40,5453.44140625
"H09901-04-01","P09901-013",1,,113,113105,"Katabi",11310502,"Kisubi",1,9901,99,2014,1,"26",1,11,1,2,1,1,2792.466796875,1133001001,0,4,41,0
"H09901-04-01","P09901-023",1,,113,113105,"Katabi",11310502,"Kisubi",1,9901,99,2014,1,"26",1,11,1,2,1,1,2792.466796875,1133001001,0,4,30,0
"H09903-04-01","P09903-001",1,,113,113105,"Katabi",11310504,"Nalugala",0,9903,99,2014,1,"26",1,10,1,2,1,1,2792.466796875,1133001003,7568.32666015625,4,38,6049.48193359375
"H09905-04-01","P09905-002",1,,113,113105,"Katabi",11310504,"Nalugala",0,9905,99,2014,7,"25",1,10,1,2,1,1,2792.466796875,1133001005,3295.845703125,4,23,2922.58129882813
"H09906-04-01","P09906-003",1,,113,113105,"Katabi",11310504,"Nalugala",0,9906,99,2014,1,"23",1,10,1,2,1,1,2792.466796875,1133001006,0,4,31,0
"H09908-04-01","P09908-002",1,,113,113105,"Katabi",11310504,"Nalugala",0,9908,99,2014,7,"25",1,10,1,2,1,1,2792.466796875,1133001008,4540.99609375,4,44,3629.68920898438
"H09908-04-01","P09908-003",1,,113,113105,"Katabi",11310504,"Nalugala",0,9908,99,2014,7,"25",1,10,1,2,1,1,2792.466796875,1133001008,4540.99609375,4,20,5871.8876953125
"H09909-04-01","P09909-001",1,,113,113105,"Katabi",11310504,"Nalugala",0,9909,99,2014,7,"26",1,10,1,2,1,1,2792.466796875,1133001009,7715.12255859375,4,35,6166.81787109375
"H09909-04-01","P09909-002",1,,113,113105,"Katabi",11310504,"Nalugala",0,9909,99,2014,7,"26",1,10,1,2,1,1,2792.466796875,1133001009,7715.12255859375,4,20,9976.298828125
"H10002-04-01","P10002-002",1,,113,113111,"Nsangi",11311102,"Kasenge",1,10002,100,2014,4,"19",1,11,1,2,1,1,2792.466796875,1133001202,10634.794921875,4,34,8500.5576171875
"H10003-04-01","P10003-002",1,,113,113111,"Nsangi",11311102,"Kasenge",0,10003,100,2014,4,"23",1,10,1,2,1,1,2792.466796875,1133001203,25449.36328125,4,39,20342.07421875
"H10004-04-01","P10004-010",1,,113,113111,"Nsangi",11311102,"Kasenge",1,10004,100,2014,4,"19",1,11,1,2,1,1,2792.466796875,1133001204,15661.1474609375,4,24,13887.4755859375
"H10004-04-01","P10004-002",1,,113,113111,"Nsangi",11311102,"Kasenge",1,10004,100,2014,4,"19",1,11,1,2,1,1,2792.466796875,1133001204,15661.1474609375,4,45,12518.2001953125
"H10004-04-01","P10004-005",1,,113,113111,"Nsangi",11311102,"Kasenge",1,10004,100,2014,4,"19",1,11,1,2,1,1,2792.466796875,1133001204,15661.1474609375,4,20,20251.173828125
"H10007-04-01","P10007-007",1,,113,113111,"Nsangi",11311102,"Kasenge",0,10007,100,2013,10,"27",1,10,1,2,1,1,1396.2333984375,1133001207,19389.9921875,4,31,15498.7236328125
"H10007-04-01","P10007-022",1,,113,113111,"Nsangi",11311102,"Kasenge",0,10007,100,2013,10,"27",1,10,1,2,1,1,1396.2333984375,1133001207,19389.9921875,4,23,17194.017578125
"H10007-04-02","P10007-002",1,,113,113111,"Nsangi",11311102,"Kasenge",0,10007,100,2013,10,"30",1,10,1,2,1,1,1396.2333984375,113300120702,16966.2421875,4,38,13561.3828125
"H10009-04-01","P10009-007",1,,113,113111,"Nsangi",11311102,"Kasenge",1,10009,100,2013,10,"27",1,11,1,2,1,1,1396.2333984375,1133001209,9967.4580078125,4,36,7967.14501953125
"H10010-04-01","P10010-006",1,,113,113111,"Nsangi",11311102,"Kasenge",0,10010,100,2013,10,"27",1,10,1,2,1,1,2792.466796875,1133001210,11746.54296875,4,20,15189.2626953125
"H10201-04-01","P10201-007",1,,113,113113,"Wakiso",11311306,"Ssumbwe",1,10201,102,2013,11,"26",1,11,1,2,1,1,1396.23327636719,1133001601,8967.4521484375,4,25,7951.861328125
"H10201-04-02","P10201-009",1,,114,114105,"Lyantonde Tc",11410502,"Kooki Ward",0,10201,102,2014,8,"07",1,10,1,2,1,1,1396.23327636719,113300160102,0,4,30,0
"H10205-04-01","P10205-002",1,,113,113113,"Wakiso",11311305,"Nakabugo",1,10205,102,2013,11,"26",1,11,1,2,1,1,2792.46655273438,1133001605,9686.2861328125,4,31,7742.39990234375
"H10205-04-01","P10205-003",1,,113,113113,"Wakiso",11311305,"Nakabugo",1,10205,102,2013,11,"26",1,11,1,2,1,1,2792.46655273438,1133001605,9686.2861328125,4,15,12525.177734375
"H10207-04-01","P10207-002",1,,113,113113,"Wakiso",11311305,"Nakabugo",1,10207,102,2013,11,"26",1,11,1,2,1,1,2792.46655273438,1133001607,6083.52294921875,4,21,5394.5458984375
"H10207-04-01","P10207-010",1,,113,113113,"Wakiso",11311305,"Nakabugo",1,10207,102,2013,11,"26",1,11,1,2,1,1,2792.46655273438,1133001607,6083.52294921875,4,24,5394.5458984375
"H10304-04-01","P10304-002",1,,113,113303,"Kira Town Council",11330305,"Kirinya",1,10304,103,2014,3,"27",1,11,1,2,1,1,2792.466796875,1133001904,4053.32055664063,4,32,3239.88256835938
"H10306-04-01","P10306-002",1,,113,113303,"Kira Town Council",11330305,"Kirinya",1,10306,103,2014,3,"27",1,11,1,2,1,1,2792.466796875,1133001906,22621.658203125,4,25,20059.6875
"H10309-04-01","P10309-010",1,,113,113303,"Kira Town Council",11330305,"Kirinya",1,10309,103,2014,3,"31",1,11,1,2,1,1,2792.466796875,1133001909,5136.748046875,4,36,4105.8828125
"H10311-04-01","P10311-002",1,,108,108106,"Nama",10810606,"Namubiru",0,10311,103,2014,3,"27",1,10,1,3,1,1,2792.466796875,1133001911,5353.9169921875,4,39,4279.4697265625
"H10701-04-02","P10701-004",1,,201,201103,"Bulesa",20110304,"Iggwe",0,10701,107,2013,12,"06",2,20,1,4,1,1,757.547973632813,,0,4,18,0
"H10701-04-03","P10701-003",1,,230,230103,"Buswale",23010305,"Namayuge",0,10701,107,2014,5,"25",2,20,1,5,1,1,757.547973632813,,1338.08935546875,4,19,845.625122070313
"H10703-04-01","P10703-002",1,,201,201103,"Bulesa",20110305,"Kitodha",0,10703,107,2013,12,"05",2,20,1,4,1,1,2272.64404296875,2013000403,2506.0146484375,4,18,1562.18688964844
"H10704-04-01","P10704-002",1,,201,201103,"Bulesa",20110301,"Buluwe",0,10704,107,2014,6,"25",2,20,1,4,1,1,1136.32202148438,2013000404,1720.40051269531,4,35,1367.53491210938
"H10704-04-01","P10704-006",1,,201,201103,"Bulesa",20110301,"Buluwe",0,10704,107,2014,6,"25",2,20,1,4,1,1,1136.32202148438,2013000404,1720.40051269531,4,19,1072.45458984375
"H10704-04-02","P10704-021",1,,201,201103,"Bulesa",20110302,"Buwuni Rural",0,10704,107,2014,10,"15",2,20,1,4,1,1,1136.32202148438,,1146.93371582031,4,46,911.68994140625
"H10704-04-02","P10704-024",1,,201,201103,"Bulesa",20110302,"Buwuni Rural",0,10704,107,2014,10,"15",2,20,1,4,1,1,1136.32202148438,,1146.93371582031,4,19,714.467224121094
"H10706-04-01","P10706-002",1,,201,201103,"Bulesa",20110301,"Buluwe",0,10706,107,2014,6,"25",2,20,1,4,1,1,1136.32202148438,2013000406,2355.36059570313,4,42,1872.26037597656
"H10707-04-01","P10707-002",1,,201,201103,"Bulesa",20110301,"Buluwe",0,10707,107,2014,7,"08",2,20,1,4,1,1,2272.64404296875,2013000407,3403.11376953125,4,40,2705.1123046875
"H10707-04-01","P10707-003",1,,201,201103,"Bulesa",20110301,"Buluwe",0,10707,107,2014,7,"08",2,20,1,4,1,1,2272.64404296875,2013000407,3403.11376953125,4,15,2121.416015625
"H10708-04-01","P10708-005",1,,201,201103,"Bulesa",20110301,"Buluwe",0,10708,107,2013,12,"05",2,20,1,4,1,1,2272.64404296875,2013000408,5734.6689453125,4,20,3574.84936523438
"H10709-04-01","P10709-002",1,,201,201103,"Bulesa",20110301,"Buluwe",0,10709,107,2014,6,"25",2,20,1,4,1,1,2272.64404296875,2013000409,2902.333984375,4,38,2307.0458984375
"H10710-04-01","P10710-007",1,,201,201103,"Bulesa",20110301,"Buluwe",0,10710,107,2014,7,"01",2,20,1,4,1,1,454.52880859375,2013000410,11193.3857421875,4,16,6977.6767578125
"H10710-04-01","P10710-008",1,,201,201103,"Bulesa",20110301,"Buluwe",0,10710,107,2014,7,"01",2,20,1,4,1,1,454.52880859375,2013000410,11193.3857421875,4,16,6977.6767578125
"H10710-04-04","P10710-004",1,,214,214104,"Busakira",21410403,"Kaluuba",0,10710,107,2014,8,"03",2,20,1,4,1,1,454.52880859375,30201300041003,0,4,22,0
"H10710-04-05","P10710-018",1,,201,201103,"Bulesa",20110301,"Buluwe",0,10710,107,2014,10,"15",2,20,1,4,1,1,454.52880859375,,0,4,24,0
"H10801-04-01","P10801-007",1,,202,202209,"Lunyo",20220904,"Nekuku",0,10801,108,2014,3,"25",2,20,1,5,1,1,2272.64404296875,2013000601,2041.76696777344,4,24,1519.4189453125
"H10803-04-01","P10803-002",1,,230,230104,"Buyinja",23010401,"Gondohera",0,10803,108,2013,9,"28",2,20,1,5,1,1,757.547973632813,2013000603,3696.24340820313,4,43,2938.119140625
"H10803-04-01","P10803-007",1,,230,230104,"Buyinja",23010401,"Gondohera",0,10803,108,2013,9,"28",2,20,1,5,1,1,757.547973632813,2013000603,3696.24340820313,4,17,2304.14575195313
"H10803-04-01","P10803-006",1,,230,230104,"Buyinja",23010401,"Gondohera",0,10803,108,2013,9,"28",2,20,1,5,1,1,757.547973632813,2013000603,3696.24340820313,4,19,2304.14575195313
"H10803-04-02","P10803-005",1,,230,230104,"Buyinja",23010401,"Gondohera",0,10803,108,2013,9,"28",2,20,1,5,1,1,757.547973632813,2201300060303,0,4,21,0
"H10804-04-01","P10804-002",1,,230,230104,"Buyinja",23010401,"Gondohera",0,10804,108,2013,9,"28",2,20,1,5,1,1,2272.64404296875,2013000604,3834.25415039063,4,40,3047.82299804688
"H10807-04-01","P10807-002",1,,230,230104,"Buyinja",23010401,"Gondohera",0,10807,108,2014,3,"24",2,20,1,5,1,1,1136.32202148438,2013000607,9574.54296875,4,37,7610.740234375
"H10807-04-02","P10807-004",1,,230,230104,"Buyinja",23010401,"Gondohera",0,10807,108,2014,3,"24",2,20,1,5,1,1,1136.32202148438,,4388.33251953125,4,19,2733.65380859375
"H10809-04-01","P10809-002",1,,230,230104,"Buyinja",23010401,"Gondohera",0,10809,108,2014,3,"25",2,20,1,5,1,1,2272.64404296875,2013000609,5272.099609375,4,47,4190.7568359375
"H10904-04-01","P10904-002",1,,201,201110,"Nabukalu",20111009,"Wangobo",0,10904,109,2014,1,"14",2,20,1,4,1,1,2272.64404296875,2013000804,4576.45556640625,4,24,3405.65454101563
"H10905-04-01","P10905-002",1,,201,201110,"Nabukalu",20111009,"Wangobo",0,10905,109,2014,1,"14",2,20,1,4,1,1,2272.64404296875,2013000805,2197.02416992188,4,41,1746.39990234375
"H10905-04-01","P10905-009",1,,201,201110,"Nabukalu",20111009,"Wangobo",0,10905,109,2014,1,"14",2,20,1,4,1,1,2272.64404296875,2013000805,2197.02416992188,4,16,1369.56982421875
"H10906-04-01","P10906-002",1,,201,201110,"Nabukalu",20111009,"Wangobo",0,10906,109,2014,1,"14",2,20,1,4,1,1,2272.64404296875,2013000806,2034.57043457031,4,39,1617.26647949219
"H10908-04-01","P10908-002",1,,201,201110,"Nabukalu",20111009,"Wangobo",0,10908,109,2014,1,"14",2,20,1,4,1,1,2272.64404296875,2013000808,2712.76049804688,4,21,2018.75134277344
"H10909-04-01","P10909-012",1,,201,201110,"Nabukalu",20111009,"Wangobo",0,10909,109,2014,1,"14",2,20,1,4,1,1,568.161010742188,2013000809,9707.46875,4,21,7111.9111328125
"H10909-04-01","P10909-014",1,,201,201110,"Nabukalu",20111009,"Wangobo",0,10909,109,2014,1,"14",2,20,1,4,1,1,568.161010742188,2013000809,9707.46875,4,15,6051.3935546875
"H10909-04-01","P10909-011",1,,201,201110,"Nabukalu",20111009,"Wangobo",0,10909,109,2014,1,"14",2,20,1,4,1,1,568.161010742188,2013000809,9707.46875,4,48,7716.40234375
"H10909-04-01","P10909-017",1,,201,201110,"Nabukalu",20111009,"Wangobo",0,10909,109,2014,1,"14",2,20,1,4,1,1,568.161010742188,2013000809,9707.46875,4,25,7223.994140625
"H10909-04-01","P10909-015",1,,201,201110,"Nabukalu",20111009,"Wangobo",0,10909,109,2014,1,"14",2,20,1,4,1,1,568.161010742188,2013000809,9707.46875,4,15,6051.3935546875
"H11001-04-01","P11001-002",1,,230,230107,"Sigulu Islands",23010709,"Nampongwe",0,11001,110,2013,10,"22",2,20,1,5,1,1,2272.64404296875,2013000901,2814.46606445313,4,32,2237.2001953125
"H11002-04-01","P11002-015",1,,230,230107,"Sigulu Islands",23010709,"Nampongwe",0,11002,110,2014,4,"13",2,20,1,5,1,1,2272.64404296875,2013000902,0,4,19,0
"H11002-04-01","P11002-002",1,,230,230107,"Sigulu Islands",23010709,"Nampongwe",0,11002,110,2014,4,"13",2,20,1,5,1,1,2272.64404296875,2013000902,0,4,37,0
"H11002-04-01","P11002-006",1,,230,230107,"Sigulu Islands",23010709,"Nampongwe",0,11002,110,2014,4,"13",2,20,1,5,1,1,2272.64404296875,2013000902,0,4,16,0
"H11003-04-01","P11003-002",1,,230,230107,"Sigulu Islands",23010709,"Nampongwe",0,11003,110,2014,4,"13",2,20,1,5,1,1,2272.64404296875,2013000903,0,4,35,0
"H11006-04-01","P11006-008",1,,230,230107,"Sigulu Islands",23010709,"Nampongwe",0,11006,110,2013,10,"22",2,20,1,5,1,1,2272.64404296875,2013000906,360.385101318359,4,31,286.467712402344
"H11007-04-01","P11007-011",1,,230,230107,"Sigulu Islands",23010709,"Nampongwe",0,11007,110,2013,10,"23",2,20,1,5,1,1,2272.64404296875,2013000907,0,4,21,0
"H11011-04-01","P11011-002",1,,230,230107,"Sigulu Islands",23010709,"Nampongwe",0,11011,110,2014,4,"13",2,20,1,5,1,1,2272.64404296875,2013000911,0,4,41,0
"H11403-04-01","P11403-001",1,,203,203202,"Northern Division",20320204,"Nkaatu Ward",1,11403,114,2014,2,"16",2,21,1,4,1,1,2272.64404296875,2031000103,0,4,30,0
"H11405-04-01","P11405-004",1,,203,203202,"Northern Division",20320204,"Nkaatu Ward",1,11405,114,2014,2,"16",2,21,1,4,1,1,2272.64404296875,2031000105,0,4,15,0
"H11405-04-01","P11405-002",1,,203,203202,"Northern Division",20320204,"Nkaatu Ward",1,11405,114,2014,2,"16",2,21,1,4,1,1,2272.64404296875,2031000105,0,4,30,0
"H11409-04-01","P11409-001",1,,203,203301,"Bulamagi",20330102,"Bulowooza",1,11409,114,2014,2,"16",2,21,1,4,1,1,2272.64404296875,2031000109,534.273803710938,4,33,424.690673828125
"H11414-04-01","P11414-003",1,,203,203202,"Northern Division",20320203,"Mutukula",1,11414,114,2014,2,"16",2,21,1,4,1,1,2272.64404296875,2031000114,1916.79028320313,4,17,1194.87915039063
"H11414-04-01","P11414-016",1,,203,203202,"Northern Division",20320203,"Mutukula",1,11414,114,2014,2,"16",2,21,1,4,1,1,2272.64404296875,2031000114,1916.79028320313,4,20,1194.03918457031
"H11414-04-01","P11414-002",1,,203,203202,"Northern Division",20320203,"Mutukula",1,11414,114,2014,2,"16",2,21,1,4,1,1,2272.64404296875,2031000114,1916.79028320313,4,34,1523.64379882813
"H11414-04-01","P11414-008",1,,203,203202,"Northern Division",20320203,"Mutukula",1,11414,114,2014,2,"16",2,21,1,4,1,1,2272.64404296875,2031000114,1916.79028320313,4,16,1194.87915039063
"H11501-04-01","P11501-002",1,,203,203202,"Northern Division",20320205,"Nkono Ward",1,11501,115,2014,6,"24",2,21,1,4,1,1,2272.64404296875,2031000401,0,4,32,0
"H11502-04-02","P11502-002",1,,203,203303,"Nakalama",20330304,"Nakalama",1,11502,115,2014,5,"25",2,21,1,4,1,1,1136.32202148438,,2398.47998046875,4,29,1757.1806640625
"H11504-04-01","P11504-011",1,,203,203202,"Northern Division",20320203,"Mutukula",1,11504,115,2013,12,"07",2,21,1,4,1,1,2272.64404296875,2031000404,938.718566894531,4,25,698.56494140625
"H11504-04-01","P11504-002",1,,203,203202,"Northern Division",20320203,"Mutukula",1,11504,115,2013,12,"07",2,21,1,4,1,1,2272.64404296875,2031000404,938.718566894531,4,24,687.726440429688
"H11506-04-02","P11506-019",1,,203,203202,"Northern Division",20320205,"Nkono Ward",1,11506,115,2014,8,"20",2,21,1,4,1,1,757.547973632813,203100040603,4572.642578125,4,22,3350.021484375
"H11506-04-03","P11506-010",1,,203,203301,"Bulamagi",20330101,"Bukoyo",0,11506,115,2013,12,"07",2,20,1,4,1,1,757.547973632813,203100040604,2980.05908203125,4,27,2217.66650390625
"H11506-04-03","P11506-025",1,,203,203301,"Bulamagi",20330101,"Bukoyo",0,11506,115,2013,12,"07",2,20,1,4,1,1,757.547973632813,203100040604,2980.05908203125,4,18,1857.6943359375
"H11507-04-01","P11507-004",1,,203,203202,"Northern Division",20320203,"Mutukula",1,11507,115,2014,6,"22",2,21,1,4,1,1,2272.64404296875,2031000407,2055.83984375,4,21,1506.15478515625
"H11507-04-01","P11507-001",1,,203,203202,"Northern Division",20320203,"Mutukula",1,11507,115,2014,6,"22",2,21,1,4,1,1,2272.64404296875,2031000407,2055.83984375,4,49,1634.17333984375
"H11507-04-01","P11507-005",1,,203,203202,"Northern Division",20320203,"Mutukula",1,11507,115,2014,6,"22",2,21,1,4,1,1,2272.64404296875,2031000407,2055.83984375,4,17,1281.55920410156
"H11509-04-01","P11509-002",1,,203,203202,"Northern Division",20320205,"Nkono Ward",1,11509,115,2014,7,"20",2,21,1,4,1,1,2272.64404296875,2031000409,2194.86840820313,4,42,1744.68627929688
"H11510-04-01","P11510-020",1,,203,203202,"Northern Division",20320205,"Nkono Ward",1,11510,115,2014,6,"24",2,21,1,4,1,1,2272.64404296875,2031000410,938.718566894531,4,25,687.726440429688
"H11510-04-01","P11510-006",1,,203,203202,"Northern Division",20320205,"Nkono Ward",1,11510,115,2014,6,"24",2,21,1,4,1,1,2272.64404296875,2031000410,938.718566894531,4,42,746.18115234375
"H11804-04-01","P11804-009",1,,203,203301,"Bulamagi",20330101,"Bukoyo",0,11804,118,2013,10,"20",2,20,1,4,1,1,2272.64404296875,2033001804,8587.5439453125,4,15,5353.26025390625
"H11804-04-01","P11804-002",1,,203,203301,"Bulamagi",20330101,"Bukoyo",0,11804,118,2013,10,"20",2,20,1,4,1,1,2272.64404296875,2033001804,8587.5439453125,4,36,6826.18115234375
"H11805-04-01","P11805-003",1,,203,203301,"Bulamagi",20330101,"Bukoyo",0,11805,118,2013,10,"20",2,20,1,4,1,1,2272.64404296875,2033001805,671.985778808594,4,34,534.156982421875
"H11806-04-01","P11806-002",1,,203,203301,"Bulamagi",20330101,"Bukoyo",0,11806,118,2013,10,"20",2,20,1,4,1,1,2272.64404296875,2033001806,2621.90698242188,4,41,2084.13647460938
"H11807-04-01","P11807-002",1,,203,203301,"Bulamagi",20330101,"Bukoyo",0,11807,118,2013,10,"20",2,20,1,4,1,1,2272.64404296875,2033001807,925.426147460938,4,30,677.988159179688
"H11808-04-01","P11808-007",1,,203,203301,"Bulamagi",20330101,"Bukoyo",0,11808,118,2013,10,"20",2,20,1,4,1,1,1136.32202148438,2033001808,5247.94384765625,4,17,3271.43701171875
"H11808-04-02","P11808-006",1,,204,204303,"Buwenge",20430302,"Kagoma",0,11808,118,2014,7,"24",2,20,1,4,1,1,1136.32202148438,203300180804,9430.3818359375,4,38,7496.1474609375
"H11809-04-01","P11809-011",1,,203,203301,"Bulamagi",20330101,"Bukoyo",0,11809,118,2013,10,"21",2,20,1,4,1,1,2272.64404296875,2033001809,1831.11096191406,4,46,1455.53784179688
"H11810-04-01","P11810-004",1,,203,203301,"Bulamagi",20330101,"Bukoyo",0,11810,118,2014,4,"12",2,20,1,4,1,1,2272.64404296875,2033001810,3870.92529296875,4,22,2835.92749023438
"H11810-04-01","P11810-003",1,,203,203301,"Bulamagi",20330101,"Bukoyo",0,11810,118,2014,4,"12",2,20,1,4,1,1,2272.64404296875,2033001810,3870.92529296875,4,47,3076.97265625
"H11901-04-01","P11901-002",1,,203,203303,"Nakalama",20330304,"Nakalama",1,11901,119,2014,1,"16",2,21,1,4,1,1,2272.64404296875,2033002301,3734.9609375,4,36,2968.8955078125
"H11901-04-01","P11901-008",1,,203,203303,"Nakalama",20330304,"Nakalama",1,11901,119,2014,1,"16",2,21,1,4,1,1,2272.64404296875,2033002301,3734.9609375,4,15,2328.28125
"H11903-04-01","P11903-006",1,,229,229106,"Luuka Town Council",22910604,"Kiyunga Ward",1,11903,119,2014,10,"16",2,21,1,4,1,1,1136.32202148438,2033002303,0,4,22,0
"H11903-04-01","P11903-008",1,,229,229106,"Luuka Town Council",22910604,"Kiyunga Ward",1,11903,119,2014,10,"16",2,21,1,4,1,1,1136.32202148438,2033002303,0,4,18,0
"H11903-04-01","P11903-001",1,,229,229106,"Luuka Town Council",22910604,"Kiyunga Ward",1,11903,119,2014,10,"16",2,21,1,4,1,1,1136.32202148438,2033002303,0,4,44,0
"H11903-04-02","P11903-003",1,,229,229104,"Ikumbya",22910405,"Ntayigirwa",0,11903,119,2014,10,"16",2,20,1,4,1,1,1136.32202148438,,0,4,28,0
"H11905-04-01","P11905-002",1,,203,203303,"Nakalama",20330301,"Bukaye",0,11905,119,2014,1,"16",2,20,1,4,1,1,2272.64404296875,2033002305,3268.09106445313,4,46,2597.78369140625
"H11905-04-01","P11905-004",1,,203,203303,"Nakalama",20330301,"Bukaye",0,11905,119,2014,1,"16",2,20,1,4,1,1,2272.64404296875,2033002305,3268.09106445313,4,16,2037.24633789063
"H11907-04-01","P11907-002",1,,203,203303,"Nakalama",20330304,"Nakalama",0,11907,119,2014,1,"16",2,20,1,4,1,1,2272.64404296875,2033002307,1452.48486328125,4,24,1064.12329101563
"H11908-04-01","P11908-002",1,,203,203303,"Nakalama",20330301,"Bukaye",0,11908,119,2014,7,"19",2,20,1,4,1,1,2272.64404296875,2033002308,2973.43359375,4,39,2363.5625
"H12001-04-01","P12001-002",1,,229,229104,"Ikumbya",22910402,"Ikumbya",0,12001,120,2014,5,"26",2,20,1,4,1,1,2272.64404296875,2033002801,3933.087890625,4,16,2451.78881835938
"H12001-04-01","P12001-003",1,,229,229104,"Ikumbya",22910402,"Ikumbya",0,12001,120,2014,5,"26",2,20,1,4,1,1,2272.64404296875,2033002801,3933.087890625,4,23,2881.46923828125
"H12003-04-01","P12003-004",1,,229,229104,"Ikumbya",22910402,"Ikumbya",0,12003,120,2013,11,"22",2,20,1,4,1,1,1136.32202148438,2033002803,4998.7197265625,4,22,3662.17504882813
"H12003-04-01","P12003-008",1,,229,229104,"Ikumbya",22910402,"Ikumbya",0,12003,120,2013,11,"22",2,20,1,4,1,1,1136.32202148438,2033002803,4998.7197265625,4,17,3116.07690429688
"H12003-04-01","P12003-002",1,,229,229104,"Ikumbya",22910402,"Ikumbya",0,12003,120,2013,11,"22",2,20,1,4,1,1,1136.32202148438,2033002803,4998.7197265625,4,41,3973.44897460938
