"HHID","h11q2","h11q4","h11q5","h11q6","h11q6a","h11q6b","h11q7","wgt_X"
"H00312-04-01",42,2,,,,,,1874.79821777344
"H00312-04-01",43,2,,,,,,1874.79821777344
"H00312-04-01",44,2,,,,,,1874.79821777344
"H00312-04-01",45,2,,,,,,1874.79821777344
"H00313-04-01",21,2,,,,,,1874.79821777344
"H00313-04-01",22,2,,,,,,1874.79821777344
"H00313-04-01",23,2,,,,,,1874.79821777344
"H00313-04-01",31,2,,,,,,1874.79821777344
"H00313-04-01",32,2,,,,,,1874.79821777344
"H00313-04-01",33,2,,,,,,1874.79821777344
"H00313-04-01",34,2,,,,,,1874.79821777344
"H00313-04-01",35,2,,,,,,1874.79821777344
"H00313-04-01",36,2,,,,,,1874.79821777344
"H00313-04-01",41,2,,,,,,1874.79821777344
"H00313-04-01",42,2,,,,,,1874.79821777344
"H00313-04-01",43,2,,,,,,1874.79821777344
"H00313-04-01",44,2,,,,,,1874.79821777344
"H00313-04-01",45,2,,,,,,1874.79821777344
"H00606-04-01",21,2,,,,,,1874.79821777344
"H00606-04-01",22,2,,,,,,1874.79821777344
"H00606-04-01",23,2,,,,,,1874.79821777344
"H00606-04-01",31,2,,,,,,1874.79821777344
"H00606-04-01",32,2,,,,,,1874.79821777344
"H00606-04-01",33,2,,,,,,1874.79821777344
"H00606-04-01",34,2,,,,,,1874.79821777344
"H00606-04-01",35,2,,,,,,1874.79821777344
"H00606-04-01",36,2,,,,,,1874.79821777344
"H00606-04-01",41,2,,,,,,1874.79821777344
"H00606-04-01",42,1,2000000,0,"P00606-001","-111",8,1874.79821777344
"H00606-04-01",43,2,,,,,,1874.79821777344
"H00606-04-01",44,2,,,,,,1874.79821777344
"H00606-04-01",45,2,,,,,,1874.79821777344
"H00704-04-01",21,2,,,,,,1874.79821777344
"H00704-04-01",22,2,,,,,,1874.79821777344
"H00704-04-01",23,2,,,,,,1874.79821777344
"H00704-04-01",31,2,,,,,,1874.79821777344
"H00704-04-01",32,2,,,,,,1874.79821777344
"H00704-04-01",33,2,,,,,,1874.79821777344
"H00704-04-01",34,2,,,,,,1874.79821777344
"H00704-04-01",35,2,,,,,,1874.79821777344
"H00704-04-01",36,2,,,,,,1874.79821777344
"H00704-04-01",41,2,,,,,,1874.79821777344
"H00704-04-01",42,1,4000000,0,"P00704-001","P00704-002",8,1874.79821777344
"H00704-04-01",43,2,,,,,,1874.79821777344
"H00704-04-01",44,2,,,,,,1874.79821777344
"H00704-04-01",45,2,,,,,,1874.79821777344
"H00707-04-01",21,1,1560000,0,"P00707-001","-111",,1874.79821777344
"H00707-04-01",22,2,,,,,,1874.79821777344
"H00707-04-01",23,2,,,,,,1874.79821777344
"H00707-04-01",31,2,,,,,,1874.79821777344
"H00707-04-01",32,2,,,,,,1874.79821777344
"H00707-04-01",33,2,,,,,,1874.79821777344
"H00707-04-01",34,2,,,,,,1874.79821777344
"H00707-04-01",35,2,,,,,,1874.79821777344
"H00707-04-01",36,2,,,,,,1874.79821777344
"H00707-04-01",41,2,,,,,,1874.79821777344
"H00707-04-01",42,1,1200000,150000,"P00707-001","-111",7,1874.79821777344
"H00707-04-01",43,2,,,,,,1874.79821777344
"H00707-04-01",44,2,,,,,,1874.79821777344
"H00707-04-01",45,2,,,,,,1874.79821777344
"H00710-04-01",21,2,,,,,,1874.79821777344
"H00710-04-01",22,2,,,,,,1874.79821777344
"H00710-04-01",23,2,,,,,,1874.79821777344
"H00710-04-01",31,2,,,,,,1874.79821777344
"H00710-04-01",32,2,,,,,,1874.79821777344
"H00710-04-01",33,2,,,,,,1874.79821777344
"H00710-04-01",34,2,,,,,,1874.79821777344
"H00710-04-01",35,2,,,,,,1874.79821777344
"H00710-04-01",36,2,,,,,,1874.79821777344
"H00710-04-01",41,2,,,,,,1874.79821777344
"H00710-04-01",42,2,,,,,,1874.79821777344
"H00710-04-01",43,2,,,,,,1874.79821777344
"H00710-04-01",44,2,,,,,,1874.79821777344
"H00710-04-01",45,2,,,,,,1874.79821777344
"H00712-04-01",21,2,,,,,,1874.79821777344
"H00712-04-01",22,2,,,,,,1874.79821777344
"H00712-04-01",23,2,,,,,,1874.79821777344
"H00712-04-01",31,2,,,,,,1874.79821777344
"H00712-04-01",32,2,,,,,,1874.79821777344
"H00712-04-01",33,2,,,,,,1874.79821777344
"H00712-04-01",34,2,,,,,,1874.79821777344
"H00712-04-01",35,2,,,,,,1874.79821777344
"H00712-04-01",36,2,,,,,,1874.79821777344
"H00712-04-01",41,2,,,,,,1874.79821777344
"H00712-04-01",42,2,,,,,,1874.79821777344
"H00712-04-01",43,2,,,,,,1874.79821777344
"H00712-04-01",44,2,,,,,,1874.79821777344
"H00712-04-01",45,2,,,,,,1874.79821777344
"H00801-04-01",21,2,,,,,,1874.79821777344
"H00801-04-01",22,2,,,,,,1874.79821777344
"H00801-04-01",23,2,,,,,,1874.79821777344
"H00801-04-01",31,2,,,,,,1874.79821777344
"H00801-04-01",32,2,,,,,,1874.79821777344
"H00801-04-01",33,2,,,,,,1874.79821777344
"H00801-04-01",34,2,,,,,,1874.79821777344
"H00801-04-01",35,2,,,,,,1874.79821777344
"H00801-04-01",36,2,,,,,,1874.79821777344
"H00801-04-01",41,2,,,,,,1874.79821777344
"H00801-04-01",42,2,,,,,,1874.79821777344
"H00801-04-01",43,2,,,,,,1874.79821777344
"H00801-04-01",44,2,,,,,,1874.79821777344
"H00801-04-01",45,2,,,,,,1874.79821777344
"H00802-04-01",21,2,,,,,,1874.79821777344
"H00802-04-01",22,2,,,,,,1874.79821777344
"H00802-04-01",23,2,,,,,,1874.79821777344
"H00802-04-01",31,2,,,,,,1874.79821777344
"H00802-04-01",32,2,,,,,,1874.79821777344
"H00802-04-01",33,2,,,,,,1874.79821777344
"H00802-04-01",34,2,,,,,,1874.79821777344
"H00802-04-01",35,2,,,,,,1874.79821777344
"H00802-04-01",36,2,,,,,,1874.79821777344
"H00802-04-01",41,2,,,,,,1874.79821777344
"H00802-04-01",42,2,,,,,,1874.79821777344
"H00802-04-01",43,2,,,,,,1874.79821777344
"H00802-04-01",44,2,,,,,,1874.79821777344
"H00802-04-01",45,2,,,,,,1874.79821777344
"H00803-04-01",21,2,,,,,,1874.79821777344
"H00803-04-01",22,2,,,,,,1874.79821777344
"H00803-04-01",23,2,,,,,,1874.79821777344
"H00803-04-01",31,2,,,,,,1874.79821777344
"H00803-04-01",32,2,,,,,,1874.79821777344
"H00803-04-01",33,2,,,,,,1874.79821777344
"H00803-04-01",34,2,,,,,,1874.79821777344
"H00803-04-01",35,2,,,,,,1874.79821777344
"H00803-04-01",36,2,,,,,,1874.79821777344
"H00803-04-01",41,2,,,,,,1874.79821777344
"H00803-04-01",42,1,200000,80000,"P00803-002","-111",9,1874.79821777344
"H00803-04-01",43,2,,,,,,1874.79821777344
"H00803-04-01",44,2,,,,,,1874.79821777344
"H00803-04-01",45,2,,,,,,1874.79821777344
"H00805-04-01",21,2,,,,,,1874.79821777344
"H00805-04-01",22,2,,,,,,1874.79821777344
"H00805-04-01",23,2,,,,,,1874.79821777344
"H00805-04-01",31,2,,,,,,1874.79821777344
"H00805-04-01",32,2,,,,,,1874.79821777344
"H00805-04-01",33,2,,,,,,1874.79821777344
"H00805-04-01",34,2,,,,,,1874.79821777344
"H00805-04-01",35,2,,,,,,1874.79821777344
"H00805-04-01",36,2,,,,,,1874.79821777344
"H00805-04-01",41,2,,,,,,1874.79821777344
"H00805-04-01",42,1,70000,0,"P00805-001","-111",96,1874.79821777344
"H00805-04-01",43,2,,,,,,1874.79821777344
"H00805-04-01",44,2,,,,,,1874.79821777344
"H00805-04-01",45,2,,,,,,1874.79821777344
"H00809-04-01",21,2,,,,,,1874.79821777344
"H00809-04-01",22,2,,,,,,1874.79821777344
"H00809-04-01",23,2,,,,,,1874.79821777344
"H00809-04-01",31,2,,,,,,1874.79821777344
"H00809-04-01",32,2,,,,,,1874.79821777344
"H00809-04-01",33,2,,,,,,1874.79821777344
"H00809-04-01",34,2,,,,,,1874.79821777344
"H00809-04-01",35,2,,,,,,1874.79821777344
"H00809-04-01",36,2,,,,,,1874.79821777344
"H00809-04-01",41,2,,,,,,1874.79821777344
"H00809-04-01",42,2,,,,,,1874.79821777344
"H00809-04-01",43,2,,,,,,1874.79821777344
"H00809-04-01",44,2,,,,,,1874.79821777344
"H00809-04-01",45,2,,,,,,1874.79821777344
"H00810-04-02",21,1,12000000,0,"P00810-001","P00810-002",,937.399108886719
"H00810-04-02",22,2,,,,,,937.399108886719
"H00810-04-02",23,2,,,,,,937.399108886719
"H00810-04-02",31,2,,,,,,937.399108886719
"H00810-04-02",32,2,,,,,,937.399108886719
"H00810-04-02",33,2,,,,,,937.399108886719
"H00810-04-02",34,2,,,,,,937.399108886719
"H00810-04-02",35,2,,,,,,937.399108886719
"H00810-04-02",36,2,,,,,,937.399108886719
"H00810-04-02",41,2,,,,,,937.399108886719
"H00810-04-02",42,1,2400000,0,"P00810-001","-111",8,937.399108886719
"H00810-04-02",43,2,,,,,,937.399108886719
"H00810-04-02",44,2,,,,,,937.399108886719
"H00810-04-02",45,2,,,,,,937.399108886719
"H00810-04-03",21,2,,,,,,937.399108886719
"H00810-04-03",22,2,,,,,,937.399108886719
"H00810-04-03",23,2,,,,,,937.399108886719
"H00810-04-03",31,2,,,,,,937.399108886719
"H00810-04-03",32,2,,,,,,937.399108886719
"H00810-04-03",33,2,,,,,,937.399108886719
"H00810-04-03",34,2,,,,,,937.399108886719
"H00810-04-03",35,2,,,,,,937.399108886719
"H00810-04-03",36,2,,,,,,937.399108886719
"H00810-04-03",41,2,,,,,,937.399108886719
"H00810-04-03",42,2,,,,,,937.399108886719
"H00810-04-03",43,2,,,,,,937.399108886719
"H00810-04-03",44,2,,,,,,937.399108886719
"H00810-04-03",45,2,,,,,,937.399108886719
"H00811-04-01",21,1,6000000,0,"P00811-001","P00811-002",,1874.79821777344
"H00811-04-01",22,2,,,,,,1874.79821777344
"H00811-04-01",23,2,,,,,,1874.79821777344
"H00811-04-01",31,2,,,,,,1874.79821777344
"H00811-04-01",32,2,,,,,,1874.79821777344
"H00811-04-01",33,2,,,,,,1874.79821777344
"H00811-04-01",34,2,,,,,,1874.79821777344
"H00811-04-01",35,2,,,,,,1874.79821777344
"H00811-04-01",36,2,,,,,,1874.79821777344
"H00811-04-01",41,2,,,,,,1874.79821777344
"H00811-04-01",42,2,,,,,,1874.79821777344
"H00811-04-01",43,2,,,,,,1874.79821777344
"H00811-04-01",44,2,,,,,,1874.79821777344
"H00811-04-01",45,2,,,,,,1874.79821777344
"H01209-04-01",21,1,18000000,500000,"P01209-003","P01209-004",,624.932739257813
"H01209-04-01",22,2,,,,,,624.932739257813
"H01209-04-01",23,2,,,,,,624.932739257813
"H01209-04-01",31,2,,,,,,624.932739257813
"H01209-04-01",32,2,,,,,,624.932739257813
"H01209-04-01",33,2,,,,,,624.932739257813
"H01209-04-01",34,2,,,,,,624.932739257813
"H01209-04-01",35,2,,,,,,624.932739257813
"H01209-04-01",36,2,,,,,,624.932739257813
"H01209-04-01",41,2,,,,,,624.932739257813
"H01209-04-01",42,2,,,,,,624.932739257813
"H01209-04-01",43,2,,,,,,624.932739257813
"H01209-04-01",44,2,,,,,,624.932739257813
"H01209-04-01",45,2,,,,,,624.932739257813
"H01209-04-02",21,2,,,,,,624.932739257813
"H01209-04-02",22,2,,,,,,624.932739257813
"H01209-04-02",23,2,,,,,,624.932739257813
"H01209-04-02",31,2,,,,,,624.932739257813
"H01209-04-02",32,2,,,,,,624.932739257813
"H01209-04-02",33,2,,,,,,624.932739257813
"H01209-04-02",34,2,,,,,,624.932739257813
"H01209-04-02",35,2,,,,,,624.932739257813
"H01209-04-02",36,2,,,,,,624.932739257813
"H01209-04-02",41,2,,,,,,624.932739257813
"H01209-04-02",42,2,,,,,,624.932739257813
"H01209-04-02",43,2,,,,,,624.932739257813
"H01209-04-02",44,2,,,,,,624.932739257813
"H01209-04-02",45,2,,,,,,624.932739257813
"H01209-04-03",21,2,,,,,,624.932739257813
"H01209-04-03",22,2,,,,,,624.932739257813
"H01209-04-03",23,2,,,,,,624.932739257813
"H01209-04-03",31,2,,,,,,624.932739257813
"H01209-04-03",32,2,,,,,,624.932739257813
"H01209-04-03",33,2,,,,,,624.932739257813
"H01209-04-03",34,2,,,,,,624.932739257813
"H01209-04-03",35,2,,,,,,624.932739257813
"H01209-04-03",36,2,,,,,,624.932739257813
"H01209-04-03",41,2,,,,,,624.932739257813
"H01209-04-03",42,2,,,,,,624.932739257813
"H01209-04-03",43,2,,,,,,624.932739257813
"H01209-04-03",44,2,,,,,,624.932739257813
"H01209-04-03",45,2,,,,,,624.932739257813
"H01210-04-01",21,2,,,,,,1874.79809570313
"H01210-04-01",22,2,,,,,,1874.79809570313
"H01210-04-01",23,2,,,,,,1874.79809570313
"H01210-04-01",31,2,,,,,,1874.79809570313
"H01210-04-01",32,2,,,,,,1874.79809570313
"H01210-04-01",33,2,,,,,,1874.79809570313
"H01210-04-01",34,2,,,,,,1874.79809570313
"H01210-04-01",35,2,,,,,,1874.79809570313
"H01210-04-01",36,2,,,,,,1874.79809570313
"H01210-04-01",41,2,,,,,,1874.79809570313
"H01210-04-01",42,2,,,,,,1874.79809570313
"H01210-04-01",43,2,,,,,,1874.79809570313
"H01210-04-01",44,2,,,,,,1874.79809570313
"H01210-04-01",45,2,,,,,,1874.79809570313
"H01401-04-01",21,2,,,,,,1874.79821777344
"H01401-04-01",22,2,,,,,,1874.79821777344
"H01401-04-01",23,2,,,,,,1874.79821777344
"H01401-04-01",31,2,,,,,,1874.79821777344
"H01401-04-01",32,2,,,,,,1874.79821777344
"H01401-04-01",33,2,,,,,,1874.79821777344
"H01401-04-01",34,2,,,,,,1874.79821777344
"H01401-04-01",35,2,,,,,,1874.79821777344
"H01401-04-01",36,2,,,,,,1874.79821777344
"H01401-04-01",41,2,,,,,,1874.79821777344
"H01401-04-01",42,2,,,,,,1874.79821777344
"H01401-04-01",43,1,12000000,0,"P01401-002","-111",8,1874.79821777344
"H01401-04-01",44,2,,,,,,1874.79821777344
"H01401-04-01",45,2,,,,,,1874.79821777344
"H01402-04-01",21,2,,,,,,1874.79821777344
"H01402-04-01",22,2,,,,,,1874.79821777344
"H01402-04-01",23,2,,,,,,1874.79821777344
"H01402-04-01",31,2,,,,,,1874.79821777344
"H01402-04-01",32,2,,,,,,1874.79821777344
"H01402-04-01",33,2,,,,,,1874.79821777344
"H01402-04-01",34,2,,,,,,1874.79821777344
"H01402-04-01",35,2,,,,,,1874.79821777344
"H01402-04-01",36,2,,,,,,1874.79821777344
"H01402-04-01",41,2,,,,,,1874.79821777344
"H01402-04-01",42,2,,,,,,1874.79821777344
"H01402-04-01",43,2,,,,,,1874.79821777344
"H01402-04-01",44,2,,,,,,1874.79821777344
"H01402-04-01",45,2,,,,,,1874.79821777344
"H01406-04-01",21,2,,,,,,1874.79821777344
"H01406-04-01",22,2,,,,,,1874.79821777344
"H01406-04-01",23,2,,,,,,1874.79821777344
"H01406-04-01",31,2,,,,,,1874.79821777344
"H01406-04-01",32,2,,,,,,1874.79821777344
"H01406-04-01",33,2,,,,,,1874.79821777344
"H01406-04-01",34,2,,,,,,1874.79821777344
"H01406-04-01",35,2,,,,,,1874.79821777344
"H01406-04-01",36,2,,,,,,1874.79821777344
"H01406-04-01",41,2,,,,,,1874.79821777344
"H01406-04-01",42,2,,,,,,1874.79821777344
"H01406-04-01",43,2,,,,,,1874.79821777344
"H01406-04-01",44,2,,,,,,1874.79821777344
"H01406-04-01",45,2,,,,,,1874.79821777344
"H01409-04-01",21,1,480000,0,"-777","-111",,1874.79821777344
"H01409-04-01",22,2,,,,,,1874.79821777344
"H01409-04-01",23,2,,,,,,1874.79821777344
"H01409-04-01",31,2,,,,,,1874.79821777344
"H01409-04-01",32,2,,,,,,1874.79821777344
"H01409-04-01",33,2,,,,,,1874.79821777344
"H01409-04-01",34,2,,,,,,1874.79821777344
"H01409-04-01",35,2,,,,,,1874.79821777344
"H01409-04-01",36,2,,,,,,1874.79821777344
"H01409-04-01",41,2,,,,,,1874.79821777344
"H01409-04-01",42,2,,,,,,1874.79821777344
"H01409-04-01",43,2,,,,,,1874.79821777344
"H01409-04-01",44,2,,,,,,1874.79821777344
"H01409-04-01",45,2,,,,,,1874.79821777344
"H01601-04-01",21,2,,,,,,1874.79821777344
"H01601-04-01",22,2,,,,,,1874.79821777344
"H01601-04-01",23,2,,,,,,1874.79821777344
"H01601-04-01",31,2,,,,,,1874.79821777344
"H01601-04-01",32,2,,,,,,1874.79821777344
"H01601-04-01",33,2,,,,,,1874.79821777344
"H01601-04-01",34,2,,,,,,1874.79821777344
"H01601-04-01",35,2,,,,,,1874.79821777344
"H01601-04-01",36,2,,,,,,1874.79821777344
"H01601-04-01",41,2,,,,,,1874.79821777344
"H01601-04-01",42,2,,,,,,1874.79821777344
"H01601-04-01",43,2,,,,,,1874.79821777344
"H01601-04-01",44,2,,,,,,1874.79821777344
"H01601-04-01",45,2,,,,,,1874.79821777344
"H01604-04-01",21,1,3600000,0,"P01604-001","-111",,1874.79821777344
"H01604-04-01",22,2,,,,,,1874.79821777344
"H01604-04-01",23,2,,,,,,1874.79821777344
"H01604-04-01",31,2,,,,,,1874.79821777344
"H01604-04-01",32,2,,,,,,1874.79821777344
"H01604-04-01",33,2,,,,,,1874.79821777344
"H01604-04-01",34,2,,,,,,1874.79821777344
"H01604-04-01",35,2,,,,,,1874.79821777344
"H01604-04-01",36,2,,,,,,1874.79821777344
"H01604-04-01",41,1,14700000,,"P01604-001","-111",,1874.79821777344
